ANO,NOME,IDADE_ALUNO,FASE_TURMA,UNIDADE,ANO_INGRESSO,PEDRA,PONTO_VIRADA,INDE,INDE_CONCEITO,IAA,IEG,IPS,IDA,IPP,IPV,IAN,ANOS_PM,INSTITUICAO_ENSINO_ALUNO,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,REC_AVA_1,REC_AVA_2,REC_AVA_3,REC_AVA_4,NIVEL_IDEAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,CG,CF,CT,NOTA_PORT,NOTA_MAT,NOTA_ING,QTD_AVAL,BOLSISTA,INDICADO_BOLSA
2020,ALUNO-380,19.0,8A,,,Quartzo,,5.4,D,0.0,0.0,4.38,8.8,0.0,0.0,10.0,4.0,FIAP,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,,,,,,,,,,,,,,,,
2020,ALUNO-381,9.0,0D,Centro,,Ágata,Não,6.44,C,9.5,9.8,2.5,8.5,2.5,4.17,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-382,18.0,8A,,,Ametista,,8.85,B,8.33,10.0,6.88,9.1,0.0,0.0,10.0,1.0,FIAP,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,,,,,,,,,,,,,,,,
2020,ALUNO-383,10.0,0E,Centro,,Ametista,Não,7.92,B,9.5,10.0,6.88,7.5,7.81,7.5,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-385,14.0,3R,Granjinha,,Ametista,Não,7.34,B,8.75,8.6,7.5,6.0,7.71,7.61,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-387,13.0,2R,Granjinha,,Ágata,Não,6.29,C,9.0,5.6,4.38,6.0,6.88,7.22,5.0,2.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-388,12.0,2C,Centro,,Ágata,Não,7.04,C,8.0,8.8,7.5,5.5,6.88,7.22,5.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-389,16.0,5A,Centro,,Ametista,Sim,8.4,B,8.33,9.0,7.5,9.33,8.54,9.0,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-390,15.0,5A,Centro,,Ametista,Não,7.43,B,8.33,5.3,7.5,7.67,7.71,7.39,10.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-393,11.0,2F,,,Ágata,Não,7.21,C,9.0,7.5,6.88,4.25,7.08,7.83,10.0,3.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-394,15.0,4F,Filipinho,,Quartzo,Não,5.93,D,7.5,5.3,5.0,6.33,6.25,6.17,5.0,4.0,Rede Decisão/União,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-396,15.0,4A,Centro,,Ametista,Não,7.45,B,7.5,9.1,7.5,8.0,8.12,6.11,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-397,12.0,3B,Centro,,Ametista,Não,7.69,B,9.17,9.5,4.38,6.67,7.5,6.75,10.0,4.0,Rede Decisão/União,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-399,12.0,2P,Granjinha,,Quartzo,Não,4.23,D,0.0,4.6,6.88,0.0,7.71,6.78,5.0,,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-400,10.0,1C,Centro,,Quartzo,Não,4.86,D,9.0,4.3,3.75,0.0,7.29,7.5,5.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-401,13.0,3L,Cipó,,Ametista,Não,8.41,B,9.58,9.9,7.5,6.17,7.97,8.46,10.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-404,13.0,3L,Cipó,,Ametista,Não,8.32,B,10.0,9.9,4.38,6.67,8.59,8.54,10.0,4.0,Rede Decisão/União,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-406,10.0,1D,Centro,,Ametista,Não,7.98,B,9.0,8.8,7.5,9.5,7.19,7.25,5.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-407,13.0,3L,Cipó,,Ametista,Sim,8.29,B,5.83,9.9,5.0,7.67,8.59,9.17,10.0,2.0,Rede Decisão/União,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-408,8.0,0C,Centro,,Topázio,Não,9.32,A,9.0,10.0,10.0,10.0,7.5,8.33,10.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-414,14.0,2P,Granjinha,,Quartzo,Não,5.77,D,6.92,8.0,7.5,0.0,8.54,6.89,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-416,13.0,2G,Filipinho,,Ametista,Não,7.78,B,9.0,9.7,6.25,7.0,7.71,8.22,5.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-421,15.0,3A,Centro,,Ágata,Não,7.14,C,9.58,5.9,7.5,7.67,7.66,7.25,5.0,2.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-424,12.0,1G,Filipinho,,Ametista,Não,7.91,B,9.0,8.8,7.5,9.0,7.19,7.42,5.0,3.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-425,13.0,3H,Filipinho,,Ágata,Não,7.13,C,8.75,6.2,7.5,7.33,6.67,5.67,10.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-426,10.0,1K,Cipó,,Ágata,Não,6.65,C,8.0,6.5,7.5,5.0,7.29,7.83,5.0,,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-431,9.0,0F,Filipinho,,Ágata,Não,6.81,C,9.5,9.8,6.88,8.5,2.5,3.83,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-435,16.0,4B,Centro,,Ametista,Não,7.31,B,7.5,8.8,7.5,5.33,8.75,8.06,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-437,9.0,1C,Centro,,Ametista,Não,7.81,B,10.0,8.5,7.5,5.5,7.92,7.33,10.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-439,15.0,4L,Cipó,,Quartzo,Não,4.93,D,9.58,3.6,7.5,0.0,7.92,6.06,5.0,2.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-441,11.0,2J,,,Ametista,Não,7.6,B,9.5,7.4,6.25,8.5,5.0,6.72,10.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-442,9.0,0F,Filipinho,,Ametista,Não,8.22,B,8.5,10.0,7.5,9.5,7.5,7.33,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-443,12.0,2P,Granjinha,,Ametista,Não,7.67,B,8.5,9.7,7.5,6.0,8.75,7.78,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-445,11.0,1M,Cipó,,Ágata,Não,6.66,C,9.0,6.3,7.5,4.75,7.19,7.92,5.0,,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-447,10.0,0G,Filipinho,,Ágata,Não,7.0,C,8.5,10.0,5.0,9.5,2.5,5.0,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-448,11.0,2R,Granjinha,,Ametista,Não,7.51,B,9.5,8.9,9.38,1.5,8.54,8.44,10.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-449,9.0,1N,Cipó,,Topázio,Não,8.75,A,9.5,9.2,7.5,10.0,7.5,7.28,10.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-450,15.0,4E,,,Ágata,Não,6.96,C,7.92,6.4,7.5,6.67,8.44,7.29,5.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-451,9.0,1E,Centro,,Ametista,Não,7.32,B,9.0,8.0,6.25,4.5,7.08,7.94,10.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-453,10.0,1G,Filipinho,,Quartzo,Não,5.68,D,8.5,6.1,7.5,0.0,8.12,7.75,5.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-455,9.0,2F,,,Topázio,Sim,8.59,A,9.5,9.3,7.5,7.0,7.71,9.28,10.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-457,7.0,1J,Filipinho,,Quartzo,Não,5.91,D,8.0,7.1,5.62,0.0,5.62,7.83,10.0,,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-458,10.0,1C,Centro,,Quartzo,Não,5.54,D,8.5,6.2,7.5,0.0,7.29,7.33,5.0,,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-459,17.0,5L,Cipó,,Quartzo,Não,5.94,D,6.67,6.9,3.12,3.67,8.12,7.67,5.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-460,15.0,5G,Filipinho,,Ametista,Sim,8.11,B,9.58,9.0,4.38,6.33,8.59,8.96,10.0,4.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-462,16.0,5B,Centro,,Ágata,Não,7.25,C,7.92,8.2,7.5,6.0,8.33,7.67,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-463,12.0,3L,Cipó,,Ametista,Não,8.29,B,8.75,9.7,5.0,8.0,8.59,7.58,10.0,3.0,Rede Decisão/União,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-464,14.0,4B,Centro,,Ágata,Não,6.84,C,9.58,8.4,7.5,0.0,8.75,7.89,10.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-466,17.0,6A,Centro,,Quartzo,Não,5.78,D,0.0,6.5,6.25,5.17,7.66,7.79,5.0,3.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-467,13.0,2M,Cipó,,Ágata,Não,6.62,C,9.5,7.5,6.88,3.75,7.19,7.58,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-468,10.0,1N,Cipó,,Ametista,Não,7.43,B,9.5,7.5,5.0,9.0,6.88,7.44,5.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-469,12.0,3A,Centro,,Ametista,Não,8.35,B,8.75,9.1,6.88,8.0,7.81,7.92,10.0,4.0,Rede Decisão/União,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-472,10.0,1K,Cipó,,Ametista,Não,8.22,B,9.0,8.9,7.5,9.5,7.71,8.11,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-473,10.0,1E,Centro,,Ametista,Não,7.81,B,9.5,7.7,6.88,10.0,6.88,7.22,5.0,2.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-474,10.0,1H,Filipinho,,Ametista,Não,8.03,B,9.5,8.3,7.5,9.5,7.29,7.72,5.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-476,17.0,7B,,,Ametista,Não,8.1,B,8.33,9.1,6.25,7.17,7.81,8.04,10.0,1.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-477,12.0,2L,Cipó,,Quartzo,Não,5.79,D,9.0,5.9,5.0,2.75,7.5,7.06,5.0,1.0,Escola Pública,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-478,14.0,2G,Filipinho,,Ágata,Não,6.58,C,9.5,9.3,7.5,2.0,7.29,6.94,5.0,,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALUNO-482,12.0,2E,,,Ametista,Não,8.34,B,10.0,9.6,7.5,8.0,9.17,8.28,5.0,4.0,Escola Pública,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-483,11.0,2E,,,Ametista,Não,8.37,B,9.5,9.6,5.0,8.0,7.71,8.17,10.0,2.0,Rede Decisão/União,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2020,ALUNO-484,18.0,8A,,,Quartzo,,5.7,D,9.58,0.0,3.12,7.8,0.0,0.0,10.0,4.0,FIAP,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,,,,,,,,,,,,,,,,
2020,ALUNO-485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
